"","TVType","ProgramType","Month","DayPart","SpotName","Oldest","Old","Base","RR","CPM","comp"
"958","CBL","Comedy","March, 2017","Day","HEAR A BTR DAY 120",92,222,255748,0.0000326086956521739,27.965,0.000359729108341023
"959","CBL","Comedy","March, 2017","Day","HEAR A BTR DAY 120",135,271,334940,0.0000962962962962963,19.0576296296296,0.00040305726398758
"960","CBL","Comedy","April, 2017","Day","HEAR A BTR DAY 120",20,71,79754,0.0001,128.639,0.000250771121197683
"961","CBL","Comedy","April, 2017","Day","HEAR A BTR DAY 120",73,140,163948,0.0000136986301369863,35.2435616438356,0.000445263132212653
"962","CBL","Comedy","April, 2017","Day","HEAR A BTR DAY 120",86,217,275980,0.000162790697674419,29.9160465116279,0.000311616783824915
"963","CBL","Game Show","December, 2016","Day","HEAR A BTR DAY 120",94,161,187785,0.0000425531914893617,14.6625,0.000500572463189286
"964","CBL","Game Show","January, 2017","Day","HEAR A BTR DAY 120",106,158,181993,0.0000377358490566038,14.7362735849057,0.000582439983955427
"965","CBL","Crime Drama","January, 2017","Day","HEAR A BTR DAY 120",164,238,269834,0.0000609756097560976,9.52466463414634,0.000607781080219691
"966","CBL","Crime Drama","January, 2017","Day","HEAR A BTR DAY 120",166,227,254817,0.0000240963855421687,9.40990963855422,0.000651447901827586
"967","CBL","Crime Drama","January, 2017","Day","HEAR A BTR DAY 120",239,323,353778,0.0000251046025104603,6.53575313807531,0.000675564902283353
"968","CBL","Crime Drama","January, 2017","Day","HEAR A BTR DAY 120",107,189,221843,0.0000654205607476635,14.5985514018692,0.000482323084343432
"969","CBL","Crime Drama","January, 2017","Day","HEAR A BTR DAY 120",60,108,130508,0.000133333333333333,26.0340833333333,0.000459741931529102
"970","CBL","Crime Drama","February, 2017","Day","HEAR A BTR DAY 120",73,109,125554,0.0000684931506849315,21.3978767123288,0.00058142313267598
"971","CBL","Crime Drama","February, 2017","Day","HEAR A BTR DAY 120",139,193,215980,0.0000575539568345324,11.2377338129496,0.000643578109084174
"972","CBL","Crime Drama","February, 2017","Day","HEAR A BTR DAY 120",159,220,234847,0.0000377358490566038,9.82418238993711,0.000677036538682632
"973","CBL","Crime Drama","February, 2017","Day","HEAR A BTR DAY 120",122,198,226492,0.000040983606557377,12.8036475409836,0.00053865037175706
"974","CBL","Crime Drama","February, 2017","Day","HEAR A BTR DAY 120",112,151,169577,0.0000625,13.9468303571429,0.000660466926528951
"975","CBL","Crime Drama","March, 2017","Day","HEAR A BTR DAY 120",91,139,163323,0.000043956043956044,17.1653296703297,0.000557178107186373
"976","CBL","Crime Drama","March, 2017","Day","HEAR A BTR DAY 120",90,136,167799,0.0000222222222222222,17.3560555555556,0.000536355997353977
"977","CBL","Crime Drama","May, 2017","Day","HEAR A BTR DAY 120",90,152,164540,0.0000666666666666667,22.4607777777778,0.000546979457882582
"978","CBL","Crime Drama","May, 2017","Day","HEAR A BTR DAY 120",125,167,175077,0.000088,16.17176,0.000713971566796324
"979","CBL","Crime Drama","June, 2017","Day","HEAR A BTR DAY 120",126,162,173844,0.0000238095238095238,17.5019047619048,0.000724787740733071
"980","CBL","Crime Drama","July, 2017","Day","HEAR A BETTER DAY 60",124,177,199065,0.00000806451612903226,7.41008064516129,0.000622912114133574
"981","CBL","Crime Drama","July, 2017","Day","HEAR A BETTER DAY 60",140,205,229335,0.0000285714285714286,6.56321428571429,0.000610460679791571
"982","CBL","Crime Drama","July, 2017","Day","HEAR A BETTER DAY 60",112,179,193449,0.00000892857142857143,8.20401785714286,0.000578963964662521
"983","CBL","Crime Drama","July, 2017","Day","HEAR A BETTER DAY 60",97,139,147455,0.0000206185567010309,9.47268041237114,0.000657827811874809
"984","CBL","Crime Drama","July, 2017","Day","HEAR A BETTER DAY 60",183,231,244931,0.0000273224043715847,5.02103825136612,0.000747149197120822
"985","DN","Crime Drama","January, 2017","Day","HEAR A BTR DAY 120",210,377,449989,0.0000714285714285714,17.5019047619048,0.000466678074352929
"986","DN","Crime Drama","January, 2017","Day","HEAR A BTR DAY 120",250,414,489498,0.000052,14.7016,0.000510727316556962
"987","SY","Lifestyle","July, 2017","Day","HABD REV 120 TEST",567,1192,1872701,0.000264550264550265,42.1342151675485,0.000302771237907173
"988","SY","Lifestyle","August, 2017","Day","HABD REV 120 TEST",599,1232,1880288,0.00018864774624374,39.883305509182,0.000318568219336612
"989","SY","Lifestyle","August, 2017","Day","HABD REV 120 TEST",552,1136,1762430,0.000244565217391304,43.2791666666667,0.00031320392866667
"993","DN","Crime Drama","July, 2017","WE","HABD REV 120 TEST",45,87,88936,0.0000888888888888889,14.2932222222222,0.000505981829630296
"994","DN","Western","January, 2017","Day","HEAR A BTR DAY 120",40,134,166725,0.000075,29.862625,0.000239916029389714
"995","DN","Western","January, 2017","Day","HEAR A BTR DAY 120",70,178,212704,0.0000428571428571429,17.0643571428571,0.000329095832706484
"996","DN","Western","January, 2017","Day","HEAR A BTR DAY 120",68,187,228063,0.000102941176470588,17.56625,0.000298163226827675
"997","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",59,138,151980,0.0000338983050847458,20.2458474576271,0.000388208974865114
"998","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",145,246,279386,0.0000689655172413793,8.23796551724138,0.000518995225243928
"1001","CBL","Lifestyle","January, 2017","Day","HEAR A BTR DAY 120",31,52,56587,0.000161290322580645,50.3885483870968,0.000547829006662308
"1002","CBL","Lifestyle","August, 2017","Day","HABD REV 120 TEST",22,67,79320,0.0000909090909090909,31.3244318181818,0.000277357539082199
"1003","CBL","Lifestyle","August, 2017","Day","HABD REV 120 TEST",23,82,104658,0.000217391304347826,29.9625,0.000219763419901011
"1004","CBL","Movie","January, 2017","Day","HEAR A BTR DAY 120",164,242,305543,0.0000426829268292683,15.6876829268293,0.000536749328245124
"1005","CBL","Movie","January, 2017","Day","HEAR A BTR DAY 120",183,248,280086,0.0000546448087431694,14.0589071038251,0.000653370750412373
"1006","CBL","Movie","January, 2017","Day","HEAR A BTR DAY 120",124,205,228370,0.0000645161290322581,20.7482258064516,0.000542978499802951
"1007","CBL","Movie","January, 2017","Day","HEAR A BTR DAY 120",100,138,194855,0.00006,25.7278,0.000513202124656796
"1008","CBL","Movie","January, 2017","Day","HEAR A BTR DAY 120",154,257,295206,0.0000194805194805195,16.7063636363636,0.000521669613761238
"1009","CBL","Movie","January, 2017","Day","HEAR A BTR DAY 120",229,329,369478,0.0000393013100436681,11.2348471615721,0.000619793330049421
"1010","DN","Crime Drama","January, 2017","Day","HEAR A BTR DAY 120",148,211,253850,0.0000135135135135135,4.65633445945946,0.000583021469371676
"1011","DN","Crime Drama","February, 2017","Day","HEAR A BTR DAY 120",122,168,180079,0.0000163934426229508,5.64866803278689,0.000677480439140599
"1012","DN","Crime Drama","February, 2017","Day","HEAR A BTR DAY 120",169,229,260795,0.0000355029585798817,4.07773668639053,0.000648018558638011
"1013","DN","Crime Drama","March, 2017","Day","HEAR A BTR DAY 120",156,233,254435,0.0000512820512820513,4.41754807692308,0.000613123194529055
"1014","DN","Crime Drama","April, 2017","WE","HEAR A BTR DAY 120",78,106,118226,0.0000384615384615385,8.83509615384615,0.000659753353746215
"1015","DN","Crime Drama","April, 2017","WE","HEAR A BTR DAY 120",33,76,94099,0.0000303030303030303,20.8829545454545,0.000350694481344116
"1016","DN","Crime Drama","April, 2017","WE","HEAR A BTR DAY 120",94,125,133586,0.0000319148936170213,7.33125,0.000703666551884179
"1017","DN","Crime Drama","April, 2017","WE","HEAR A BTR DAY 120",51,86,110290,0.0000588235294117647,13.5125,0.00046241726357784
"1018","DN","Crime Drama","April, 2017","WE","HEAR A BTR DAY 120",69,85,102228,0.0000579710144927536,9.9875,0.000674961849982392
"1019","DN","Crime Drama","May, 2017","WE","HEAR A BTR DAY 120",81,115,122442,0.0000740740740740741,8.50787037037037,0.000661537707649336
"1020","DN","Crime Drama","May, 2017","Day","HEAR A BTR DAY 120",140,192,221579,0.0000142857142857143,4.92241071428571,0.000631828828544221
"1021","DN","Crime Drama","May, 2017","Day","HEAR A BTR DAY 120",104,134,153386,0.00000961538461538462,6.62632211538462,0.000678027981693244
"1022","DN","Crime Drama","May, 2017","Day","HEAR A BTR DAY 120",111,167,171778,0.00000900900900900901,6.20844594594595,0.000646182863929025
"1023","DN","Crime Drama","May, 2017","Day","HEAR A BTR DAY 120",97,138,148292,0.0000721649484536082,7.10451030927835,0.000654114854476304
"1024","DN","Crime Drama","May, 2017","Day","HEAR A BTR DAY 120",91,136,148311,0.000010989010989011,7.57293956043956,0.000613575527101833
"1025","DN","Crime Drama","June, 2017","Day","HEAR A BTR DAY 120",125,177,187076,0.000016,5.5131,0.000668177639034403
"1026","DN","Crime Drama","June, 2017","Day","HEAR A BTR DAY 120",136,189,212047,0.0000441176470588235,5.0671875,0.000641367244054384
"1027","DN","Crime Drama","June, 2017","Day","HEAR A BTR DAY 120",97,129,145216,0.0000824742268041237,7.10451030927835,0.00066797047157338
"1028","DN","Crime Drama","June, 2017","Day","HEAR A BTR DAY 120",97,154,163319,0.0000412371134020619,7.10451030927835,0.000593929671379325
"1030","DN","Crime Drama","June, 2017","Day","HABD REV 120 TEST",139,206,219927,0.0000503597122302158,5.28834532374101,0.000632027900166874
"1031","DN","Crime Drama","June, 2017","Day","HABD REV 120 TEST",111,167,178185,0.000018018018018018,6.62234234234234,0.000622948059600977
"1032","DN","Crime Drama","June, 2017","Day","HABD REV 120 TEST",90,147,160697,0.0000777777777777778,8.16755555555556,0.000560060237589999
"1033","DN","Crime Drama","June, 2017","Day","HABD REV 120 TEST",117,166,173798,0.0000341880341880342,6.28273504273504,0.000673195318703322
"1034","DN","Crime Drama","June, 2017","Day","HABD REV 120 TEST",111,160,180422,0.00000900900900900901,6.62234234234234,0.000615224307456962
"1035","DN","Crime Drama","June, 2017","Day","HEAR A BTR DAY 120",111,146,152088,0.000018018018018018,6.62234234234234,0.000729840618589238
"1036","DN","Crime Drama","June, 2017","Day","HEAR A BTR DAY 120",99,154,166735,0.0000505050505050505,7.42505050505051,0.000593756559810478
"1037","DN","Crime Drama","June, 2017","Day","HEAR A BTR DAY 120",134,182,200782,0.00000746268656716418,5.48567164179105,0.000667390503132751
"1038","DN","Crime Drama","June, 2017","Day","HEAR A BTR DAY 120",76,129,146729,0.0000394736842105263,9.6721052631579,0.00051796168446592
"1039","DN","Crime Drama","June, 2017","WE","HEAR A BTR DAY 120",57,70,76081,0.0000526315789473684,12.0901315789474,0.000749201508918127
"1040","DN","Crime Drama","July, 2017","Day","HABD REV 120 TEST",79,127,129147,0.0000379746835443038,8.1417088607595,0.000611706040403571
"1041","DN","Crime Drama","July, 2017","Day","HABD REV 120 TEST",87,145,149057,0.0000229885057471264,7.39304597701149,0.00058366933454987
"1042","DN","Crime Drama","July, 2017","WE","HABD REV 120 TEST",71,115,121936,0.0000140845070422535,9.05908450704225,0.00058227266762892
"1043","DN","Crime Drama","July, 2017","WE","HABD REV 120 TEST",88,116,138820,0.0000909090909090909,7.30903409090909,0.00063391442155309
"1046","DN","Crime Drama","July, 2017","Day","HABD 60 TEST",72,81,89142,0.0000277777777777778,5.10472222222222,0.000807700074039173
"1049","DN","Crime Drama","July, 2017","Day","HABD 60 TEST",78,122,137276,0.0000641025641025641,4.71205128205128,0.000568198374078499
"1050","DN","Crime Drama","July, 2017","Day","HABD 60 TEST",60,93,97990,0.0000166666666666667,6.12566666666667,0.000612307378303909
"1051","DN","Crime Drama","July, 2017","Day","HABD 60 TEST",73,98,110082,0.0000410958904109589,5.03479452054795,0.000663142021402227
"1052","DN","Crime Drama","July, 2017","Day","HABD 60 TEST",91,120,130334,0.000010989010989011,4.0389010989011,0.000698206147283134
"1053","DN","Crime Drama","July, 2017","Day","HABD 60 TEST",77,118,124041,0.000025974025974026,4.77324675324675,0.000620762489821914
"1055","DN","Crime Drama","July, 2017","Day","HABD 60 TEST",83,119,123656,0.0000240963855421687,4.42819277108434,0.000671216924370835
"1056","DN","Crime Drama","July, 2017","Day","HABD 60 TEST",89,120,128700,0.0000224719101123596,4.12966292134831,0.000691530691530692
"1057","DN","Crime Drama","July, 2017","WE","HABD REV 120 TEST",59,75,79833,0.0000508474576271186,10.9016101694915,0.000739042751744266
"1060","DN","Crime Drama","July, 2017","Day","HABD 60 TEST",21,55,62083,0.0000476190476190476,17.5019047619048,0.000338256849701206
"1061","DN","Crime Drama","July, 2017","Day","HEAR A BETTER DAY 60",78,117,129235,0.0000128205128205128,4.71205128205128,0.000603551669439393
"1062","DN","Crime Drama","July, 2017","Day","HEAR A BETTER DAY 60",78,117,129235,0.0000128205128205128,4.71205128205128,0.000603551669439393
"1063","DN","Crime Drama","July, 2017","Day","HABD 60 TEST",25,54,56320,0.00004,14.7016,0.000443892045454545
"1064","DN","Crime Drama","July, 2017","Day","HEAR A BETTER DAY 60",39,71,75167,0.0000256410256410256,9.42410256410257,0.000518844705788444
"1067","DN","Crime Drama","July, 2017","Day","HEAR A BETTER DAY 60",45,87,101685,0.0000444444444444444,8.16755555555556,0.000442543147956926
"1069","DN","Crime Drama","July, 2017","Day","HABD 60 TEST",26,44,50128,0.0000384615384615385,14.1361538461538,0.000518672199170124
"1071","DN","Crime Drama","July, 2017","Day","HEAR A BETTER DAY 60",87,132,136546,0.0000229885057471264,4.22459770114943,0.000637147920847187
"1072","DN","Crime Drama","July, 2017","WE","HABD REV 120 TEST",50,98,116867,0.00008,12.8639,0.000427836771714855
"1073","DN","Crime Drama","July, 2017","WE","HABD REV 120 TEST",49,69,79569,0.000122448979591837,13.1264285714286,0.000615817717955485
"1074","DN","Crime Drama","July, 2017","Day","HABD REV 120 TEST",62,99,112334,0.0000161290322580645,10.3741129032258,0.000551925507860487
"1075","DN","Crime Drama","July, 2017","Day","HABD REV 120 TEST",75,111,128463,0.0000666666666666667,8.57593333333333,0.000583825693001098
"1076","DN","Crime Drama","August, 2017","Day","HABD REV 120 TEST",75,120,158154,0.00004,8.57593333333333,0.000474221328578474
"1077","DN","Crime Drama","August, 2017","Day","HABD REV 120 TEST",68,106,106294,0.0000882352941176471,9.45875,0.000639735074416242
"1078","DN","Crime Drama","August, 2017","Day","HABD REV 120 TEST",79,110,136595,0.0000886075949367089,8.1417088607595,0.000578352062667008
"1080","DN","Crime Drama","August, 2017","WE","HABD REV 120 TEST",69,110,125945,0.000260869565217391,9.32166666666667,0.000547858192067966
"1086","DN","Western","March, 2017","Day","HEAR A BTR DAY 120",86,206,238729,0.0000813953488372093,13.8895930232558,0.000360241110212835
"1087","DN","Western","April, 2017","Day","HEAR A BTR DAY 120",48,153,175452,0.0000625,24.8855208333333,0.00027357909855687
"1088","CBL","Lifestyle","February, 2017","Day","HEAR A BTR DAY 120",12,40,55517,0.00025,53.5995833333333,0.000216150008105625
"1089","CBL","Lifestyle","February, 2017","Day","HEAR A BTR DAY 120",18,53,89419,0.000222222222222222,35.7330555555556,0.000201299500106241
"1090","CBL","Lifestyle","June, 2017","Day","HEAR A BTR DAY 120",25,83,102794,0.00004,27.5655,0.000243204856314571
"1091","CBL","Lifestyle","August, 2017","Day","HABD REV 120 TEST",32,61,136016,0.00009375,21.535546875,0.000235266439242442
"1092","DN","Western","April, 2017","Day","HEAR A BTR DAY 120",69,159,182467,0.000115942028985507,17.3116666666667,0.000378150569692054
"1093","DN","Western","April, 2017","Day","HEAR A BTR DAY 120",117,212,228930,0.0000512820512820513,10.2094444444444,0.000511073253833049
"1095","SY","Court","March, 2017","Day","HEAR A BTR DAY 120",848,1566,2034183,0.000126179245283019,31.4229363207547,0.000416874981257832
"1096","SY","Court","January, 2017","Day","HEAR A BTR DAY 120",879,1663,2197064,0.000146757679180887,35.5414106939704,0.000400079378661705
"1097","SY","Court","January, 2017","Day","HEAR A BTR DAY 120",785,1512,2038013,0.00012484076433121,39.7973248407643,0.000385179093558284
"1098","SY","Court","January, 2017","Day","HEAR A BTR DAY 120",888,1672,2201131,0.000149774774774775,35.1811936936937,0.000403428964473264
"1099","SY","Court","February, 2017","Day","HEAR A BTR DAY 120",809,1529,2015923,0.000119901112484549,38.6166872682324,0.000401305010161598
"1100","SY","Court","February, 2017","Day","HEAR A BTR DAY 120",846,1619,2109246,0.000141843971631206,36.9277777777778,0.000401091195621563
"1101","CBL","Crime Drama","May, 2017","Day","HEAR A BTR DAY 120",150,357,617723,0.0000733333333333333,50.2304666666667,0.000242827286664087
"1102","DN","Crime Drama","January, 2017","Day","HEAR A BTR DAY 120",224,476,579920,0.0000267857142857143,16.4080357142857,0.000386260173817078
"1103","DN","Crime Drama","January, 2017","Day","HEAR A BTR DAY 120",262,442,529144,0.000049618320610687,14.0282442748092,0.000495139319353522
"1104","DN","Crime Drama","January, 2017","Day","HEAR A BTR DAY 120",257,440,542252,0.0000544747081712062,14.3011673151751,0.000473949381468395
"1105","DN","Drama","May, 2017","Day","HEAR A BTR DAY 120",70,154,162328,0.0000428571428571429,19.6896428571429,0.000431225666551673
"1106","DN","Military","January, 2017","Day","HEAR A BTR DAY 120",106,208,235873,0.00010377358490566,10.4020754716981,0.000449394377482798
"1107","CBL","Game Show","January, 2017","Day","HEAR A BTR DAY 120",145,223,274259,0.0000620689655172414,10.772724137931,0.000528697326250005
"1108","NW","Game Show","February, 2017","Day","HEAR A BETTER DAY 60",2642,4250,5162126,0.0000431491294473883,13.0419663133989,0.000511804632432451
"1109","NW","Game Show","January, 2017","Day","HEAR A BETTER DAY 60",2595,4242,5131998,0.0000385356454720617,13.2781791907514,0.000505651015452461
"1110","DN","Crime Drama","December, 2016","Day","HEAR A BTR DAY 120",24,59,83467,0.00025,22.97125,0.000287538787784394
"1111","DN","Western","July, 2017","WE","HABD REV 120 TEST",80,206,219932,0.000075,13.78275,0.000363748795082116
"1112","DN","Crime Drama","March, 2017","Day","HEAR A BTR DAY 120",79,153,171103,0.0000632911392405063,8.72325949367089,0.000461710197950942
"1113","DN","Crime Drama","March, 2017","Day","HEAR A BTR DAY 120",100,160,176765,0.00005,6.891375,0.000565722852374622
"1114","DN","Crime Drama","March, 2017","Day","HEAR A BTR DAY 120",63,103,123237,0.0000476190476190476,10.9386904761905,0.000511210107354123
"1115","DN","Crime Drama","April, 2017","Day","HEAR A BTR DAY 120",90,145,163986,0.0000444444444444444,7.65708333333333,0.000548827338919176
"1116","DN","Crime Drama","May, 2017","Day","HEAR A BTR DAY 120",94,142,151121,0.0000638297872340425,7.33125,0.000622018117931988
"1118","DN","Crime Drama","May, 2017","Day","HEAR A BTR DAY 120",96,146,155311,0.0000416666666666667,7.178515625,0.000618114621630149
"1119","DN","Crime Drama","May, 2017","Day","HEAR A BTR DAY 120",96,145,159851,0.0000208333333333333,7.178515625,0.000600559270820952
"1120","DN","Crime Drama","June, 2017","Day","HEAR A BTR DAY 120",84,143,157666,0.0000238095238095238,8.75095238095238,0.000532771808760291
"1121","DN","Crime Drama","July, 2017","Day","HABD REV 120 TEST",42,75,83243,0.0000714285714285714,15.3141666666667,0.000504546928870896
"1122","DN","Crime Drama","July, 2017","Day","HABD REV 120 TEST",63,99,105301,0.0000158730158730159,10.2094444444444,0.000598284916572492
"1123","DN","Crime Drama","July, 2017","Day","HABD REV 120 TEST",67,114,138967,0.0000447761194029851,9.59992537313433,0.000482128850734347
"1125","DN","Crime Drama","August, 2017","Day","HABD REV 120 TEST",68,123,154382,0.0000147058823529412,9.45875,0.000440465857418611
"1126","DN","Crime Drama","August, 2017","Day","HABD REV 120 TEST",71,120,132234,0.000028169014084507,9.05908450704225,0.000536926962808355
"1127","DN","Crime Drama","August, 2017","Day","HABD REV 120 TEST",105,159,172946,0.00000952380952380952,6.12566666666667,0.000607125923698727
"1128","DN","Crime Drama","August, 2017","Day","HABD REV 120 TEST",67,84,96211,0.0000597014925373134,9.59992537313433,0.000696386068121109
"1129","DN","Crime Drama","August, 2017","Day","HABD REV 120 TEST",77,121,134680,0.000116883116883117,8.35318181818182,0.000571725571725572
"1130","DN","Western","July, 2017","WE","HEAR A BTR DAY 120",99,206,236729,0.0000505050505050505,11.1375757575758,0.00041819971359656
"1131","DN","Western","June, 2017","Day","HEAR A BTR DAY 120",90,171,206079,0.0000444444444444444,12.2513333333333,0.000436725721689255
"1132","DN","Western","March, 2017","WE","HEAR A BTR DAY 120",315,606,724703,0.0000253968253968254,11.6679365079365,0.000434660819673715
"1133","DN","Western","April, 2017","WE","HEAR A BTR DAY 120",250,572,664869,0.000056,14.7016,0.000376013921539431
"1134","DN","Western","July, 2017","WE","HABD REV 120 TEST",354,641,716609,0.0000395480225988701,11.6802966101695,0.000493993237595397
"1135","DN","Western","July, 2017","WE","HABD REV 120 TEST",352,648,746124,0.00003125,11.7466619318182,0.000471771448177515
"1136","DN","Western","August, 2017","WE","HABD REV 120 TEST",335,648,729110,0.0000567164179104478,12.3427611940298,0.000459464278366776
"1137","DN","Western","August, 2017","WE","HABD REV 120 TEST",363,646,728545,0.0000358126721763085,11.3907024793388,0.00049825336801433
"1138","CBL","Movie","March, 2017","Prime","HEAR A BTR DAY 120",280,387,423396,0.0000107142857142857,7.05545535714286,0.000661319426730531
"1139","CBL","Movie","March, 2017","Prime","HEAR A BTR DAY 120",306,456,485098,0.0000326797385620915,6.45597222222222,0.000630800374357346
"1140","CBL","Movie","April, 2017","Prime","HEAR A BTR DAY 120",337,455,521206,0.0000029673590504451,5.18045994065282,0.000646577360966681
"1142","DN","Movie","June, 2017","Day","HEAR A BTR DAY 120",95,204,211617,0.000147368421052632,11.6065263157895,0.000448924235765558
"1143","CBL","Lifestyle","February, 2017","Day","HEAR A BTR DAY 120",31,89,115856,0.000258064516129032,20.7482258064516,0.000267573539566358
"1145","CBL","Lifestyle","June, 2017","Day","HEAR A BTR DAY 120",21,66,91641,0.000333333333333333,32.8160714285714,0.000229155072511212
"1146","DN","Western","April, 2017","Day","HEAR A BTR DAY 120",111,198,221306,0.0000540540540540541,12.4168918918919,0.000501567964718535
"1147","DN","Military","May, 2017","Day","HEAR A BTR DAY 120",76,166,193230,0.0000263157894736842,18.1351973684211,0.000393313667649951
"1148","DN","Western","April, 2017","Day","HEAR A BTR DAY 120",72,153,180785,0.0000277777777777778,16.5903472222222,0.000398263130237575
"1149","DN","Western","April, 2017","Day","HEAR A BTR DAY 120",119,193,216903,0.0000420168067226891,10.0378571428571,0.00054863233795752
"1150","DN","Crime Drama","March, 2017","Day","HEAR A BTR DAY 120",12,32,68427,0.000166666666666667,53.5995833333333,0.000175369371739226
"1151","DN","Movie","July, 2017","Day","HABD REV 120 TEST",60,117,127108,0.0002,18.377,0.00047203952544293
"1152","DN","Western","January, 2017","Day","HEAR A BTR DAY 120",96,198,212938,0.00003125,12.4427604166667,0.000450835454451531
"1153","DN","Western","January, 2017","Day","HEAR A BTR DAY 120",141,241,255341,0.000099290780141844,8.47166666666667,0.00055220274064878
"1154","DN","Western","March, 2017","Day","HEAR A BTR DAY 120",81,180,201970,0.000111111111111111,17.0157407407407,0.000401049660840719
"1155","DN","Movie","May, 2017","Day","HEAR A BTR DAY 120",87,175,195672,0.0000459770114942529,15.8422413793103,0.000444621611676683
"1156","CBL","News","March, 2017","Day","HEAR A BTR DAY 120",451,733,941012,0.0000288248337028825,19.354933481153,0.000479271252651401
"1157","CBL","News","March, 2017","Day","HEAR A BTR DAY 120",333,628,894082,0.00012012012012012,26.2134384384384,0.00037244905948224
"1158","CBL","News","June, 2017","Day","HEAR A BTR DAY 120",396,611,759725,0.0000656565656565657,22.0431186868687,0.000521241238606075
"1160","DN","Crime Drama","January, 2017","Day","HEAR A BTR DAY 120",52,125,152287,0.0000576923076923077,12.3691346153846,0.000341460531759113
"1161","DN","Crime Drama","January, 2017","Day","HEAR A BTR DAY 120",20,87,146523,0.00035,32.15975,0.00013649734171427
"1162","DN","Crime Drama","January, 2017","Day","HEAR A BTR DAY 120",37,105,152209,0.000027027027027027,17.3836486486486,0.000243086808270207
"1163","DN","Crime Drama","January, 2017","Day","HEAR A BTR DAY 120",41,91,157535,0.000195121951219512,15.6876829268293,0.000260259624845272
"1164","CBL","Lifestyle","February, 2017","Day","HEAR A BTR DAY 120",24,57,86314,0.000125,26.7997916666667,0.000278054545033251
"1165","CBL","Lifestyle","June, 2017","Day","HEAR A BTR DAY 120",25,81,112795,0.00016,27.5655,0.000221641030187508
"1166","DN","Movie","July, 2017","Day","HEAR A BETTER DAY 60",92,184,191085,0.0000543478260869565,5.9925,0.000481461129863673
"1167","CBL","Lifestyle","July, 2017","Day","HABD REV 120 TEST",81,149,169201,0.0000740740740740741,22.6876543209877,0.0004787205749375
"1168","SY","Lifestyle","July, 2017","Day","HABD REV 120 TEST",373,921,1457303,0.000241286863270777,64.0485254691689,0.000255952262501347
"1169","CBL","Movie","January, 2017","Day","HEAR A BTR DAY 120",36,59,68303,0.0000555555555555556,15.3141666666667,0.000527063232947308
"1170","CBL","Movie","March, 2017","Day","HEAR A BTR DAY 120",19,42,42117,0.000105263157894737,29.0163157894737,0.000451124249115559
"1174","CBL","Movie","March, 2017","Day","HEAR A BTR DAY 120",25,41,59756,0.00008,22.0524,0.00041836802998862
"1175","CBL","Movie","April, 2017","Day","HEAR A BTR DAY 120",6,17,19733,0.000333333333333333,91.885,0.000304059190189023
"1176","CBL","Movie","April, 2017","Day","HEAR A BTR DAY 120",16,19,32354,0.000625,34.456875,0.000494529269951165
"1177","DN","Crime Drama","January, 2017","Day","HEAR A BTR DAY 120",17,70,95534,0.000176470588235294,37.835,0.000177947118303431
"1181","DN","Western","July, 2017","WE","HABD REV 120 TEST",112,189,230152,0.0000535714285714286,9.84482142857143,0.00048663491953144
"1182","DN","Western","July, 2017","WE","HABD REV 120 TEST",88,183,220125,0.0000795454545454546,12.5297727272727,0.00039977285633163
"1183","DN","Western","July, 2017","WE","HABD REV 120 TEST",84,191,210152,0.000107142857142857,13.1264285714286,0.000399710685598995
"1184","DN","Western","August, 2017","Day","HABD REV 120 TEST",61,129,154257,0.000163934426229508,18.075737704918,0.00039544396688643
"1185","DN","Comedy","July, 2017","WE","HABD REV 120 TEST",157,368,468666,0.000146496815286624,26.3364649681529,0.000334993364144188
"1189","CBL","Western","July, 2017","Day","HABD REV 120 TEST",111,196,220995,0.0000720720720720721,14.9002702702703,0.000502273807099708
"1190","DN","Western","January, 2017","Day","HEAR A BTR DAY 120",203,400,459183,0.0000935960591133005,18.1054187192118,0.000442089537286877
"1191","DN","Western","March, 2017","WE","HEAR A BTR DAY 120",271,584,699660,0.0000701107011070111,13.5623616236162,0.000387330989337678
"1192","DN","Western","March, 2017","WE","HEAR A BTR DAY 120",294,634,748441,0.0000476190476190476,12.5013605442177,0.000392816534636665
"1193","DN","Western","May, 2017","Day","HEAR A BTR DAY 120",176,382,444785,0.000102272727272727,27.4088778409091,0.000395696797329047
"1194","DN","Western","May, 2017","Day","HEAR A BTR DAY 120",144,292,348484,0.0000555555555555556,33.4997395833333,0.000413218397401315
"1195","DN","Western","May, 2017","Day","HEAR A BTR DAY 120",155,389,456693,0.000116129032258065,31.1223387096774,0.000339396487355839
"1196","DN","Western","May, 2017","Day","HEAR A BTR DAY 120",160,335,394498,0.0001125,30.149765625,0.000405578735506897
"1197","DN","Western","May, 2017","Day","HEAR A BTR DAY 120",138,345,375864,0.000123188405797101,34.95625,0.000367154077006577
"1198","DN","Western","May, 2017","Day","HEAR A BTR DAY 120",203,430,478432,0.000123152709359606,23.7633620689655,0.000424302722225938
"1199","DN","Western","June, 2017","Day","HEAR A BTR DAY 120",223,422,496682,0.0000717488789237668,21.6321188340807,0.000448979427480762
"1200","DN","Western","June, 2017","Day","HEAR A BTR DAY 120",119,257,308829,0.0000420168067226891,40.5375,0.000385326507549485
