Source,TVType,ProgramType,SpotCost,Month,Program,DayPart,SpotName,Length,Calls,Leads,Oldest,Old,Base
WGNA,CBL,Comedy,2572.78,"March, 2017",MASH,2,HEAR A BTR DAY 120,120,0,0,51,110,115394
WGNA,CBL,Comedy,2572.78,"March, 2017",MASH,2,HEAR A BTR DAY 120,120,4,3,92,222,255748
WGNA,CBL,Comedy,2572.78,"March, 2017",MASH,2,HEAR A BTR DAY 120,120,14,13,135,271,334940
WGNA,CBL,Comedy,2572.78,"April, 2017",MASH,2,HEAR A BTR DAY 120,120,2,2,20,71,79754
WGNA,CBL,Comedy,2572.78,"April, 2017",MASH,2,HEAR A BTR DAY 120,120,1,1,73,140,163948
WGNA,CBL,Comedy,2572.78,"April, 2017",MASH,2,HEAR A BTR DAY 120,120,26,14,86,217,275980
GSN,CBL,Game Show,1378.275,"December, 2016",MATCH GAME,1,HEAR A BTR DAY 120,120,4,4,94,161,187785
GSN,CBL,Game Show,1562.045,"January, 2017",MATCH GAME,1,HEAR A BTR DAY 120,120,6,4,106,158,181993
INSP,CBL,Crime Drama,1562.045,"January, 2017",MATLOCK,2,HEAR A BTR DAY 120,120,12,10,164,238,269834
INSP,CBL,Crime Drama,1562.045,"January, 2017",MATLOCK,2,HEAR A BTR DAY 120,120,6,4,166,227,254817
INSP,CBL,Crime Drama,1562.045,"January, 2017",MATLOCK,2,HEAR A BTR DAY 120,120,11,6,239,323,353778
INSP,CBL,Crime Drama,1562.045,"January, 2017",MATLOCK,2,HEAR A BTR DAY 120,120,7,7,107,189,221843
INSP,CBL,Crime Drama,1562.045,"January, 2017",MATLOCK,2,HEAR A BTR DAY 120,120,8,8,60,108,130508
INSP,CBL,Crime Drama,1562.045,"February, 2017",MATLOCK,2,HEAR A BTR DAY 120,120,5,5,73,109,125554
INSP,CBL,Crime Drama,1562.045,"February, 2017",MATLOCK,2,HEAR A BTR DAY 120,120,9,8,139,193,215980
INSP,CBL,Crime Drama,1562.045,"February, 2017",MATLOCK,2,HEAR A BTR DAY 120,120,9,6,159,220,234847
INSP,CBL,Crime Drama,1562.045,"February, 2017",MATLOCK,2,HEAR A BTR DAY 120,120,5,5,122,198,226492
INSP,CBL,Crime Drama,1562.045,"February, 2017",MATLOCK,2,HEAR A BTR DAY 120,120,8,7,112,151,169577
INSP,CBL,Crime Drama,1562.045,"March, 2017",MATLOCK,2,HEAR A BTR DAY 120,120,9,4,91,139,163323
INSP,CBL,Crime Drama,1562.045,"March, 2017",MATLOCK,2,HEAR A BTR DAY 120,120,3,2,90,136,167799
INSP,CBL,Crime Drama,2021.47,"May, 2017",MATLOCK,2,HEAR A BTR DAY 120,120,9,6,90,152,164540
INSP,CBL,Crime Drama,2021.47,"May, 2017",MATLOCK,2,HEAR A BTR DAY 120,120,14,11,125,167,175077
INSP,CBL,Crime Drama,2205.24,"June, 2017",MATLOCK,2,HEAR A BTR DAY 120,120,3,3,126,162,173844
INSP,CBL,Crime Drama,918.85,"July, 2017",MATLOCK,2,HEAR A BETTER DAY 60,60,1,1,124,177,199065
INSP,CBL,Crime Drama,918.85,"July, 2017",MATLOCK,2,HEAR A BETTER DAY 60,60,7,4,140,205,229335
INSP,CBL,Crime Drama,918.85,"July, 2017",MATLOCK,2,HEAR A BETTER DAY 60,60,2,1,112,179,193449
INSP,CBL,Crime Drama,918.85,"July, 2017",MATLOCK,2,HEAR A BETTER DAY 60,60,2,2,97,139,147455
INSP,CBL,Crime Drama,918.85,"July, 2017",MATLOCK,2,HEAR A BETTER DAY 60,60,7,5,183,231,244931
MET,DN,Crime Drama,3675.4,"January, 2017",MATLOCK,2,HEAR A BTR DAY 120,120,16,15,210,377,449989
MET,DN,Crime Drama,3675.4,"January, 2017",MATLOCK,2,HEAR A BTR DAY 120,120,19,13,250,414,489498
SYMP,SY,Lifestyle,23890.1,"July, 2017",MAURY,1,HABD REV 120 TEST,120,206,150,567,1192,1872701
SYMP,SY,Lifestyle,23890.1,"August, 2017",MAURY,2,HABD REV 120 TEST,120,149,113,599,1232,1880288
SYMP,SY,Lifestyle,23890.1,"August, 2017",MAURY,1,HABD REV 120 TEST,120,176,135,577,1155,
SYMP,SY,Lifestyle,23890.1,"August, 2017",MAURY,2,HABD REV 120 TEST,120,177,135,577,1155,
SYMP,SY,Lifestyle,23890.1,"August, 2017",MAURY,2,HABD REV 120 TEST,120,104,77,577,1155,
COZ,DN,Crime Drama,643.195,"July, 2017",MCCLOUD,7,HABD REV 120 TEST,120,7,4,45,87,88936
GRIT,DN,Western,1194.505,"January, 2017",MCLINTOCK!,2,HEAR A BTR DAY 120,120,3,3,40,134,166725
GRIT,DN,Western,1194.505,"January, 2017",MCLINTOCK!,2,HEAR A BTR DAY 120,120,4,3,70,178,212704
GRIT,DN,Western,1194.505,"January, 2017",MCLINTOCK!,2,HEAR A BTR DAY 120,120,11,7,68,187,228063
GRIT,DN,Western,1194.505,"February, 2017",MCLINTOCK!,2,HEAR A BTR DAY 120,120,2,2,59,138,151980
GRIT,DN,Western,1194.505,"February, 2017",MCLINTOCK!,2,HEAR A BTR DAY 120,120,14,10,145,246,279386
GRIT,DN,Western,1102.62,"August, 2017",MCLINTOCK!,2,HABD REV 120 TEST,120,8,7,87,173,
GRIT,DN,Western,1102.62,"August, 2017",MCLINTOCK!,7,HABD REV 120 TEST,120,8,8,87,173,
AHC,CBL,Lifestyle,1562.045,"January, 2017",MEGA SHIPPERS,3,HEAR A BTR DAY 120,120,10,5,31,52,56587
VEL,CBL,Lifestyle,689.1375,"August, 2017",MOTORWEEK,2,HABD REV 120 TEST,120,2,2,41,83,
VEL,CBL,Lifestyle,689.1375,"August, 2017",MOTORWEEK,2,HABD REV 120 TEST,120,6,5,41,83,
HMC,CBL,Movie,2572.78,"January, 2017",MOVIE: A TIME TO DAN,3,HEAR A BTR DAY 120,120,7,7,164,242,305543
HMC,CBL,Movie,2572.78,"January, 2017",MOVIE: COLOR OF RAIN,3,HEAR A BTR DAY 120,120,16,10,183,248,280086
HMC,CBL,Movie,2572.78,"January, 2017",MOVIE: CRUSH ON YOU,2,HEAR A BTR DAY 120,120,11,8,124,205,228370
HMC,CBL,Movie,2572.78,"January, 2017",MOVIE: FIXING PETE,3,HEAR A BTR DAY 120,120,10,6,100,138,194855
HMC,CBL,Movie,2572.78,"January, 2017","MOVIE: GARAGE SALE ",2,HEAR A BTR DAY 120,120,13,3,154,257,295206
HMC,CBL,Movie,2572.78,"January, 2017","MOVIE: GARAGE SALE ",2,HEAR A BTR DAY 120,120,17,9,229,329,369478
COZ,DN,Crime Drama,689.1375,"January, 2017","MURDER, SHE WROTE",3,HEAR A BTR DAY 120,120,3,2,148,211,253850
COZ,DN,Crime Drama,689.1375,"February, 2017","MURDER, SHE WROTE",3,HEAR A BTR DAY 120,120,5,2,122,168,180079
COZ,DN,Crime Drama,689.1375,"February, 2017","MURDER, SHE WROTE",3,HEAR A BTR DAY 120,120,10,6,169,229,260795
COZ,DN,Crime Drama,689.1375,"March, 2017","MURDER, SHE WROTE",3,HEAR A BTR DAY 120,120,10,8,156,233,254435
COZ,DN,Crime Drama,689.1375,"April, 2017","MURDER, SHE WROTE",7,HEAR A BTR DAY 120,120,4,3,78,106,118226
COZ,DN,Crime Drama,689.1375,"April, 2017","MURDER, SHE WROTE",7,HEAR A BTR DAY 120,120,1,1,33,76,94099
COZ,DN,Crime Drama,689.1375,"April, 2017","MURDER, SHE WROTE",7,HEAR A BTR DAY 120,120,7,3,94,125,133586
COZ,DN,Crime Drama,689.1375,"April, 2017","MURDER, SHE WROTE",7,HEAR A BTR DAY 120,120,5,3,51,86,110290
COZ,DN,Crime Drama,689.1375,"April, 2017","MURDER, SHE WROTE",7,HEAR A BTR DAY 120,120,4,4,69,85,102228
COZ,DN,Crime Drama,689.1375,"May, 2017","MURDER, SHE WROTE",7,HEAR A BTR DAY 120,120,8,6,81,115,122442
COZ,DN,Crime Drama,689.1375,"May, 2017","MURDER, SHE WROTE",3,HEAR A BTR DAY 120,120,5,2,140,192,221579
COZ,DN,Crime Drama,689.1375,"May, 2017","MURDER, SHE WROTE",3,HEAR A BTR DAY 120,120,3,1,104,134,153386
COZ,DN,Crime Drama,689.1375,"May, 2017","MURDER, SHE WROTE",3,HEAR A BTR DAY 120,120,1,1,111,167,171778
COZ,DN,Crime Drama,689.1375,"May, 2017","MURDER, SHE WROTE",3,HEAR A BTR DAY 120,120,7,7,97,138,148292
COZ,DN,Crime Drama,689.1375,"May, 2017","MURDER, SHE WROTE",3,HEAR A BTR DAY 120,120,3,1,91,136,148311
COZ,DN,Crime Drama,689.1375,"June, 2017","MURDER, SHE WROTE",3,HEAR A BTR DAY 120,120,2,2,125,177,187076
COZ,DN,Crime Drama,689.1375,"June, 2017","MURDER, SHE WROTE",3,HEAR A BTR DAY 120,120,7,6,136,189,212047
COZ,DN,Crime Drama,689.1375,"June, 2017","MURDER, SHE WROTE",3,HEAR A BTR DAY 120,120,9,8,97,129,145216
COZ,DN,Crime Drama,689.1375,"June, 2017","MURDER, SHE WROTE",3,HEAR A BTR DAY 120,120,5,4,97,154,163319
COZ,DN,Crime Drama,735.08,"June, 2017","MURDER, SHE WROTE",3,HABD REV 120 TEST,120,0,0,84,120,139464
COZ,DN,Crime Drama,735.08,"June, 2017","MURDER, SHE WROTE",3,HABD REV 120 TEST,120,7,7,139,206,219927
COZ,DN,Crime Drama,735.08,"June, 2017","MURDER, SHE WROTE",3,HABD REV 120 TEST,120,4,2,111,167,178185
COZ,DN,Crime Drama,735.08,"June, 2017","MURDER, SHE WROTE",3,HABD REV 120 TEST,120,9,7,90,147,160697
COZ,DN,Crime Drama,735.08,"June, 2017","MURDER, SHE WROTE",3,HABD REV 120 TEST,120,9,4,117,166,173798
COZ,DN,Crime Drama,735.08,"June, 2017","MURDER, SHE WROTE",3,HABD REV 120 TEST,120,1,1,111,160,180422
COZ,DN,Crime Drama,735.08,"June, 2017","MURDER, SHE WROTE",2,HEAR A BTR DAY 120,120,2,2,111,146,152088
COZ,DN,Crime Drama,735.08,"June, 2017","MURDER, SHE WROTE",2,HEAR A BTR DAY 120,120,9,5,99,154,166735
COZ,DN,Crime Drama,735.08,"June, 2017","MURDER, SHE WROTE",3,HEAR A BTR DAY 120,120,3,1,134,182,200782
COZ,DN,Crime Drama,735.08,"June, 2017","MURDER, SHE WROTE",3,HEAR A BTR DAY 120,120,4,3,76,129,146729
COZ,DN,Crime Drama,689.1375,"June, 2017","MURDER, SHE WROTE",7,HEAR A BTR DAY 120,120,3,3,57,70,76081
COZ,DN,Crime Drama,643.195,"July, 2017","MURDER, SHE WROTE",2,HABD REV 120 TEST,120,4,3,79,127,129147
COZ,DN,Crime Drama,643.195,"July, 2017","MURDER, SHE WROTE",2,HABD REV 120 TEST,120,2,2,87,145,149057
COZ,DN,Crime Drama,643.195,"July, 2017","MURDER, SHE WROTE",7,HABD REV 120 TEST,120,2,1,71,115,121936
COZ,DN,Crime Drama,643.195,"July, 2017","MURDER, SHE WROTE",7,HABD REV 120 TEST,120,11,8,88,116,138820
COZ,DN,Crime Drama,367.54,"July, 2017","MURDER, SHE WROTE",2,HEAR A BETTER DAY 60,60,0,0,36,46,53573
COZ,DN,Crime Drama,367.54,"July, 2017","MURDER, SHE WROTE",2,HABD 60 TEST,60,0,0,71,91,102933
COZ,DN,Crime Drama,367.54,"July, 2017","MURDER, SHE WROTE",3,HABD 60 TEST,60,2,2,72,81,89142
COZ,DN,Crime Drama,367.54,"July, 2017","MURDER, SHE WROTE",2,HEAR A BETTER DAY 60,60,0,0,30,39,46330
COZ,DN,Crime Drama,367.54,"July, 2017","MURDER, SHE WROTE",2,HABD 60 TEST,60,1,0,70,104,118255
COZ,DN,Crime Drama,367.54,"July, 2017","MURDER, SHE WROTE",3,HABD 60 TEST,60,5,5,78,122,137276
COZ,DN,Crime Drama,367.54,"July, 2017","MURDER, SHE WROTE",2,HABD 60 TEST,60,1,1,60,93,97990
COZ,DN,Crime Drama,367.54,"July, 2017","MURDER, SHE WROTE",3,HABD 60 TEST,60,7,3,73,98,110082
COZ,DN,Crime Drama,367.54,"July, 2017","MURDER, SHE WROTE",2,HABD 60 TEST,60,2,1,91,120,130334
COZ,DN,Crime Drama,367.54,"July, 2017","MURDER, SHE WROTE",3,HABD 60 TEST,60,4,2,77,118,124041
COZ,DN,Crime Drama,367.54,"July, 2017","MURDER, SHE WROTE",2,HEAR A BETTER DAY 60,60,0,0,21,41,49482
COZ,DN,Crime Drama,367.54,"July, 2017","MURDER, SHE WROTE",2,HABD 60 TEST,60,2,2,83,119,123656
COZ,DN,Crime Drama,367.54,"July, 2017","MURDER, SHE WROTE",3,HABD 60 TEST,60,4,2,89,120,128700
COZ,DN,Crime Drama,643.195,"July, 2017","MURDER, SHE WROTE",7,HABD REV 120 TEST,120,4,3,59,75,79833
COZ,DN,Crime Drama,367.54,"July, 2017","MURDER, SHE WROTE",2,HEAR A BETTER DAY 60,60,0,0,63,83,90031
COZ,DN,Crime Drama,367.54,"July, 2017","MURDER, SHE WROTE",3,HEAR A BETTER DAY 60,60,0,0,89,110,117166
COZ,DN,Crime Drama,367.54,"July, 2017","MURDER, SHE WROTE",2,HABD 60 TEST,60,1,1,21,55,62083
COZ,DN,Crime Drama,367.54,"July, 2017","MURDER, SHE WROTE",3,HEAR A BETTER DAY 60,60,1,1,78,117,129235
COZ,DN,Crime Drama,367.54,"July, 2017","MURDER, SHE WROTE",3,HEAR A BETTER DAY 60,60,2,1,78,117,129235
COZ,DN,Crime Drama,367.54,"July, 2017","MURDER, SHE WROTE",2,HABD 60 TEST,60,1,1,25,54,56320
COZ,DN,Crime Drama,367.54,"July, 2017","MURDER, SHE WROTE",2,HEAR A BETTER DAY 60,60,1,1,39,71,75167
COZ,DN,Crime Drama,367.54,"July, 2017","MURDER, SHE WROTE",3,HEAR A BETTER DAY 60,60,0,0,52,91,100419
COZ,DN,Crime Drama,367.54,"July, 2017","MURDER, SHE WROTE",2,HABD 60 TEST,60,0,0,20,45,49789
COZ,DN,Crime Drama,367.54,"July, 2017","MURDER, SHE WROTE",2,HEAR A BETTER DAY 60,60,2,2,45,87,101685
COZ,DN,Crime Drama,367.54,"July, 2017","MURDER, SHE WROTE",3,HEAR A BETTER DAY 60,60,0,0,45,87,101685
COZ,DN,Crime Drama,367.54,"July, 2017","MURDER, SHE WROTE",2,HABD 60 TEST,60,7,1,26,44,50128
COZ,DN,Crime Drama,367.54,"July, 2017","MURDER, SHE WROTE",2,HEAR A BETTER DAY 60,60,0,0,104,139,149763
COZ,DN,Crime Drama,367.54,"July, 2017","MURDER, SHE WROTE",3,HEAR A BETTER DAY 60,60,5,2,87,132,136546
COZ,DN,Crime Drama,643.195,"July, 2017","MURDER, SHE WROTE",7,HABD REV 120 TEST,120,5,4,50,98,116867
COZ,DN,Crime Drama,643.195,"July, 2017","MURDER, SHE WROTE",7,HABD REV 120 TEST,120,9,6,49,69,79569
COZ,DN,Crime Drama,643.195,"July, 2017","MURDER, SHE WROTE",3,HABD REV 120 TEST,120,1,1,62,99,112334
COZ,DN,Crime Drama,643.195,"July, 2017","MURDER, SHE WROTE",2,HABD REV 120 TEST,120,6,5,75,111,128463
COZ,DN,Crime Drama,643.195,"August, 2017","MURDER, SHE WROTE",3,HABD REV 120 TEST,120,5,3,75,120,158154
COZ,DN,Crime Drama,643.195,"August, 2017","MURDER, SHE WROTE",3,HABD REV 120 TEST,120,7,6,68,106,106294
COZ,DN,Crime Drama,643.195,"August, 2017","MURDER, SHE WROTE",2,HABD REV 120 TEST,120,9,7,79,110,136595
COZ,DN,Crime Drama,643.195,"August, 2017","MURDER, SHE WROTE",7,HABD REV 120 TEST,120,1,0,62,98,110163
COZ,DN,Crime Drama,643.195,"August, 2017","MURDER, SHE WROTE",7,HABD REV 120 TEST,120,26,18,69,110,125945
COZ,DN,Crime Drama,643.195,"August, 2017","MURDER, SHE WROTE",3,HABD REV 120 TEST,120,5,5,106,213,
GRIT,DN,Western,1194.505,"March, 2017",NEVADA SMITH,2,HEAR A BTR DAY 120,120,9,7,86,206,238729
GRIT,DN,Western,1194.505,"April, 2017",ONE MORE TRAIN TO RO,2,HEAR A BTR DAY 120,120,4,3,48,153,175452
VEL,CBL,Lifestyle,643.195,"February, 2017",OVERHAULIN,2,HEAR A BTR DAY 120,120,3,3,12,40,55517
VEL,CBL,Lifestyle,643.195,"February, 2017",OVERHAULIN,2,HEAR A BTR DAY 120,120,4,4,18,53,89419
VEL,CBL,Lifestyle,689.1375,"June, 2017",OVERHAULIN,3,HEAR A BTR DAY 120,120,3,1,25,83,102794
VEL,CBL,Lifestyle,689.1375,"August, 2017",OVERHAULIN,2,HABD REV 120 TEST,120,3,3,41,83,
GRIT,DN,Western,1194.505,"April, 2017",PASSAGE WEST,2,HEAR A BTR DAY 120,120,9,8,69,159,182467
GRIT,DN,Western,1194.505,"April, 2017",PASSAGE WEST,2,HEAR A BTR DAY 120,120,7,6,117,212,228930
ESCP,DN,Movie,643.195,"April, 2017",PASSION FLOWER,2,HEAR A BTR DAY 120,120,2,0,13,55,68304
SYPC,SY,Court,26646.65,"March, 2017","PEOPLE'S  COURT",1,HEAR A BTR DAY 120,120,157,107,848,1566,2034183
SYPC,SY,Court,31240.9,"January, 2017","PEOPLE'S COURT",2,HEAR A BTR DAY 120,120,176,129,879,1663,2197064
SYPC,SY,Court,31240.9,"January, 2017","PEOPLE'S COURT",1,HEAR A BTR DAY 120,120,123,98,785,1512,2038013
SYPC,SY,Court,31240.9,"January, 2017","PEOPLE'S COURT",2,HEAR A BTR DAY 120,120,179,133,888,1672,2201131
SYPC,SY,Court,31240.9,"February, 2017","PEOPLE'S COURT",2,HEAR A BTR DAY 120,120,130,97,809,1529,2015923
SYPC,SY,Court,31240.9,"February, 2017","PEOPLE'S COURT",1,HEAR A BTR DAY 120,120,160,120,846,1619,2109246
ID,CBL,Crime Drama,7534.57,"May, 2017","PERFECT MURDER, THE",2,HEAR A BTR DAY 120,120,29,11,150,357,617723
MET,DN,Crime Drama,3675.4,"January, 2017",PERRY MASON,2,HEAR A BTR DAY 120,120,8,6,224,476,579920
MET,DN,Crime Drama,3675.4,"January, 2017",PERRY MASON,2,HEAR A BTR DAY 120,120,19,13,262,442,529144
MET,DN,Crime Drama,3675.4,"January, 2017",PERRY MASON,2,HEAR A BTR DAY 120,120,19,14,257,440,542252
GRIT,DN,Drama,1378.275,"May, 2017",PITTSBURGH,2,HEAR A BTR DAY 120,120,4,3,70,154,162328
GRIT,DN,Military,1102.62,"January, 2017",PLATOON LEADER,3,HEAR A BTR DAY 120,120,14,11,106,208,235873
GSN,CBL,Game Show,1562.045,"January, 2017",PRESS YOUR LUCK,2,HEAR A BTR DAY 120,120,11,9,145,223,274259
CBS,NW,Game Show,34456.875,"February, 2017",PRICE IS RIGHT 2,2,HEAR A BETTER DAY 60,60,153,114,2642,4250,5162126
CBS,NW,Game Show,34456.875,"January, 2017",PRICE IS RIGHT2,2,HEAR A BETTER DAY 60,60,122,100,2595,4242,5131998
ESCP,DN,Crime Drama,551.31,"December, 2016",PRIMAL DOUBT,1,HEAR A BTR DAY 120,120,7,6,24,59,83467
GRIT,DN,Western,1102.62,"July, 2017",QUANTEZ,7,HABD REV 120 TEST,120,7,6,80,206,219932
COZ,DN,Crime Drama,689.1375,"March, 2017","QUINCY, M.E.",2,HEAR A BTR DAY 120,120,8,5,79,153,171103
COZ,DN,Crime Drama,689.1375,"March, 2017","QUINCY, M.E.",2,HEAR A BTR DAY 120,120,6,5,100,160,176765
COZ,DN,Crime Drama,689.1375,"March, 2017","QUINCY, M.E.",2,HEAR A BTR DAY 120,120,3,3,63,103,123237
COZ,DN,Crime Drama,689.1375,"April, 2017","QUINCY, M.E.",2,HEAR A BTR DAY 120,120,5,4,90,145,163986
COZ,DN,Crime Drama,689.1375,"May, 2017","QUINCY, M.E.",2,HEAR A BTR DAY 120,120,8,6,94,142,151121
COZ,DN,Crime Drama,689.1375,"May, 2017","QUINCY, M.E.",2,HEAR A BTR DAY 120,120,1,0,76,125,138644
COZ,DN,Crime Drama,689.1375,"May, 2017","QUINCY, M.E.",2,HEAR A BTR DAY 120,120,5,4,96,146,155311
COZ,DN,Crime Drama,689.1375,"May, 2017","QUINCY, M.E.",2,HEAR A BTR DAY 120,120,2,2,96,145,159851
COZ,DN,Crime Drama,735.08,"June, 2017","QUINCY, M.E.",2,HEAR A BTR DAY 120,120,2,2,84,143,157666
COZ,DN,Crime Drama,643.195,"July, 2017","QUINCY, M.E.",2,HABD REV 120 TEST,120,4,3,42,75,83243
COZ,DN,Crime Drama,643.195,"July, 2017","QUINCY, M.E.",2,HABD REV 120 TEST,120,1,1,63,99,105301
COZ,DN,Crime Drama,643.195,"July, 2017","QUINCY, M.E.",2,HABD REV 120 TEST,120,6,3,67,114,138967
COZ,DN,Crime Drama,367.54,"July, 2017","QUINCY, M.E.",2,HABD 60 TEST,60,0,0,52,97,106337
COZ,DN,Crime Drama,643.195,"August, 2017","QUINCY, M.E.",2,HABD REV 120 TEST,120,2,1,68,123,154382
COZ,DN,Crime Drama,643.195,"August, 2017","QUINCY, M.E.",2,HABD REV 120 TEST,120,3,2,71,120,132234
COZ,DN,Crime Drama,643.195,"August, 2017","QUINCY, M.E.",2,HABD REV 120 TEST,120,1,1,105,159,172946
COZ,DN,Crime Drama,643.195,"August, 2017","QUINCY, M.E.",2,HABD REV 120 TEST,120,5,4,67,84,96211
COZ,DN,Crime Drama,643.195,"August, 2017","QUINCY, M.E.",2,HABD REV 120 TEST,120,10,9,77,121,134680
GRIT,DN,Western,1102.62,"July, 2017",RAGE AT DAWN,7,HEAR A BTR DAY 120,120,5,5,99,206,236729
GRIT,DN,Western,1102.62,"June, 2017",RAWHIDE,2,HEAR A BTR DAY 120,120,7,4,90,171,206079
MET,DN,Western,3675.4,"March, 2017",RAWHIDE,7,HEAR A BTR DAY 120,120,10,8,315,606,724703
MET,DN,Western,3675.4,"April, 2017",RAWHIDE,7,HEAR A BTR DAY 120,120,26,14,250,572,664869
MET,DN,Western,4134.825,"July, 2017",RAWHIDE,7,HABD REV 120 TEST,120,17,14,354,641,716609
MET,DN,Western,4134.825,"July, 2017",RAWHIDE,7,HABD REV 120 TEST,120,18,11,352,648,746124
MET,DN,Western,4134.825,"August, 2017",RAWHIDE,7,HABD REV 120 TEST,120,27,19,335,648,729110
MET,DN,Western,4134.825,"August, 2017",RAWHIDE,7,HABD REV 120 TEST,120,21,13,363,646,728545
INSP,CBL,Movie,1975.5275,"March, 2017",REEL INSPIRATION - 1,4,HEAR A BTR DAY 120,120,3,3,280,387,423396
INSP,CBL,Movie,1975.5275,"March, 2017",REEL INSPIRATION - 1,4,HEAR A BTR DAY 120,120,13,10,306,456,485098
INSP,CBL,Movie,1745.815,"April, 2017",REEL INSPIRATION - 1,4,HEAR A BTR DAY 120,120,1,1,337,455,521206
INSP,CBL,Movie,0,"April, 2017",REEL INSPIRATION - 1,4,HEAR A BTR DAY 120,120,15,9,259,510,611669
GRIT,DN,Movie,1102.62,"June, 2017",RELENTLESS,2,HEAR A BTR DAY 120,120,18,14,95,204,211617
VEL,CBL,Lifestyle,643.195,"February, 2017",RESTORATION GARAGE,2,HEAR A BTR DAY 120,120,10,8,31,89,115856
VEL,CBL,Lifestyle,0,"April, 2017",RESTORATION GARAGE,2,HEAR A BTR DAY 120,120,2,2,15,62,125196
VEL,CBL,Lifestyle,689.1375,"June, 2017",RESTORATION GARAGE,2,HEAR A BTR DAY 120,120,7,7,21,66,91641
GRIT,DN,Western,1378.275,"April, 2017",RIDE BEYOND VENGEANC,2,HEAR A BTR DAY 120,120,7,6,111,198,221306
GRIT,DN,Military,1378.275,"May, 2017",SANDS OF IWO JIMA,2,HEAR A BTR DAY 120,120,2,2,76,166,193230
GRIT,DN,Western,1194.505,"April, 2017",SANTA FE,2,HEAR A BTR DAY 120,120,3,2,72,153,180785
GRIT,DN,Western,1194.505,"April, 2017",SANTA FE PASSAGE,2,HEAR A BTR DAY 120,120,6,5,119,193,216903
ESCP,DN,Crime Drama,643.195,"March, 2017",SEPARATE LIVES,2,HEAR A BTR DAY 120,120,2,2,12,32,68427
GRIT,DN,Movie,1102.62,"July, 2017",SERPICO,2,HABD REV 120 TEST,120,16,12,60,117,127108
GRIT,DN,Western,1194.505,"January, 2017",SHANE,2,HEAR A BTR DAY 120,120,5,3,96,198,212938
GRIT,DN,Western,1194.505,"January, 2017",SHANE,2,HEAR A BTR DAY 120,120,17,14,141,241,255341
GRIT,DN,Western,1378.275,"March, 2017",SHOWDOWN AT BOOT HIL,2,HEAR A BTR DAY 120,120,13,9,81,180,201970
GRIT,DN,Movie,1378.275,"May, 2017",SILVER CITY,2,HEAR A BTR DAY 120,120,5,4,87,175,195672
CNN,CBL,News,8729.075,"March, 2017",SITUATION ROOM,3,HEAR A BTR DAY 120,120,21,13,451,733,941012
CNN,CBL,News,8729.075,"March, 2017",SITUATION ROOM,3,HEAR A BTR DAY 120,120,50,40,333,628,894082
CNN,CBL,News,8729.075,"June, 2017",SITUATION ROOM,3,HEAR A BTR DAY 120,120,35,26,396,611,759725
ESCP,DN,Crime Drama,643.195,"January, 2017",SNAPPED,3,HEAR A BTR DAY 120,120,3,3,52,125,152287
ESCP,DN,Crime Drama,643.195,"January, 2017",SNAPPED,3,HEAR A BTR DAY 120,120,9,7,20,87,146523
ESCP,DN,Crime Drama,643.195,"January, 2017",SNAPPED,3,HEAR A BTR DAY 120,120,1,1,37,105,152209
ESCP,DN,Crime Drama,643.195,"January, 2017",SNAPPED,3,HEAR A BTR DAY 120,120,9,8,41,91,157535
VEL,CBL,Lifestyle,643.195,"February, 2017",SOUTH BEACH CLASSICS,2,HEAR A BTR DAY 120,120,5,3,24,57,86314
VEL,CBL,Lifestyle,689.1375,"June, 2017",SPEED IS THE NEW BLA,2,HEAR A BTR DAY 120,120,4,4,25,81,112795
GRIT,DN,Movie,551.31,"July, 2017",STALAG 17,2,HEAR A BETTER DAY 60,60,7,5,92,184,191085
INSP,CBL,Lifestyle,1837.7,"July, 2017",STATE PLATE,3,HABD REV 120 TEST,120,8,6,81,149,169201
SYSW,SY,Lifestyle,23890.1,"July, 2017",STEVE WILKOS,1,HABD REV 120 TEST,120,115,90,373,921,1457303
SUND,CBL,Movie,551.31,"January, 2017",SUND MOVIE,2,HEAR A BTR DAY 120,120,3,2,36,59,68303
SUND,CBL,Movie,551.31,"March, 2017",SUND MOVIE,2,HEAR A BTR DAY 120,120,2,2,19,42,42117
SUND,CBL,Movie,551.31,"March, 2017",SUND MOVIE,2,HEAR A BTR DAY 120,120,0,0,10,24,25466
SUND,CBL,Movie,551.31,"March, 2017",SUND MOVIE,2,HEAR A BTR DAY 120,120,0,0,15,31,31902
SUND,CBL,Movie,551.31,"March, 2017",SUND MOVIE,2,HEAR A BTR DAY 120,120,0,0,14,25,28581
SUND,CBL,Movie,551.31,"March, 2017",SUND MOVIE,2,HEAR A BTR DAY 120,120,2,2,25,41,59756
SUND,CBL,Movie,551.31,"April, 2017",SUND MOVIE,2,HEAR A BTR DAY 120,120,2,2,6,17,19733
SUND,CBL,Movie,551.31,"April, 2017",SUND MOVIE,2,HEAR A BTR DAY 120,120,18,10,16,19,32354
ESCP,DN,Crime Drama,643.195,"January, 2017",SUSPECT ZERO,2,HEAR A BTR DAY 120,120,3,3,17,70,95534
ESCP,DN,Crime Drama,321.5975,"July, 2017",SUSPECT ZERO,2,HABD 60 TEST,60,1,0,5,57,82613
ESCP,DN,Crime Drama,321.5975,"July, 2017",SUSPECT ZERO,1,HABD 60 TEST,60,0,0,8,58,83455
